file_path,file_name,file_type,category,description,source_or_derived,related_manuscript_item,source_script_or_origin,upstream_data_dependency,license_notes,include_in_figshare
mpra_variant_effect/mpra_bcl11a_enhancer__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,mpra_bcl11a_enhancer__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_f9_promoter__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,mpra_f9_promoter__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,mpra_f9_promoter__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_f9_promoter__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__dnabert2__official__standard__none__seed2026_gc_bins.csv,mpra_f9_promoter__dnabert2__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,mpra_f9_promoter__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,mpra_f9_promoter__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__small_cnn__official__standard__none__seed2026_gc_bins.csv,mpra_f9_promoter__small_cnn__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,mpra_f9_promoter__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,mpra_f9_promoter__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_f9_promoter__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,mpra_f9_promoter__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_hbb_promoter__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,mpra_hbb_promoter__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,mpra_hbb_promoter__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_hbb_promoter__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__dnabert2__official__standard__none__seed2026_gc_bins.csv,mpra_hbb_promoter__dnabert2__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,mpra_hbb_promoter__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,mpra_hbb_promoter__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__small_cnn__official__standard__none__seed2026_gc_bins.csv,mpra_hbb_promoter__small_cnn__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,mpra_hbb_promoter__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,mpra_hbb_promoter__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_hbb_promoter__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,mpra_hbb_promoter__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_ldlr_promoter__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,mpra_ldlr_promoter__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,mpra_ldlr_promoter__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_ldlr_promoter__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__dnabert2__official__standard__none__seed2026_gc_bins.csv,mpra_ldlr_promoter__dnabert2__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,mpra_ldlr_promoter__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,mpra_ldlr_promoter__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__small_cnn__official__standard__none__seed2026_gc_bins.csv,mpra_ldlr_promoter__small_cnn__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,mpra_ldlr_promoter__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
