file_path,file_name,file_type,category,description,source_or_derived,related_manuscript_item,source_script_or_origin,upstream_data_dependency,license_notes,include_in_figshare
mpra_variant_effect/mpra_ldlr_promoter__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,mpra_ldlr_promoter__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_ldlr_promoter__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,mpra_ldlr_promoter__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_myc_enhancer__caduceus_ph__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,mpra_myc_enhancer__caduceus_ph__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,mpra_myc_enhancer__caduceus_ph__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,mpra_myc_enhancer__dnabert2__official__matched_negative_retraining__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__dnabert2__official__standard__none__seed2026_gc_bins.csv,mpra_myc_enhancer__dnabert2__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,mpra_myc_enhancer__dnabert2__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,mpra_myc_enhancer__kmer_logistic_regression__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__small_cnn__official__standard__none__seed2026_gc_bins.csv,mpra_myc_enhancer__small_cnn__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,mpra_myc_enhancer__small_cnn__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,mpra_myc_enhancer__small_cnn_rc_aug__official__standard__none__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/mpra_myc_enhancer__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,mpra_myc_enhancer__small_cnn_rc_aug__official__standard__temperature__seed2026_gc_bins.csv,tabular text,mpra_variant_effect,Derived MPRA variant-effect summary or GC-bin table.,derived,Fig. 5 / MPRA variant-effect,results/release/variant_effect,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream assay data retain original licenses and terms.,yes
mpra_variant_effect/biological_case_study.csv,biological_case_study.csv,tabular text,mpra_variant_effect,MPRA biological case-study summary.,derived,Fig. 5,results/release,MaveDB / MPRA upstream assays (not redistributed as raw data),Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
synthetic_benchmark/synthetic_extended_summary.csv,synthetic_extended_summary.csv,tabular text,synthetic_benchmark,GenomeCF-Synth summary.,derived,Fig. 6,results/release,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
synthetic_benchmark/core_matrix_synthetic.csv,core_matrix_synthetic.csv,tabular text,synthetic_benchmark,Synthetic task matrix summary.,derived,Fig. 6,results/release,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
statistical_support/statistical_claims.csv,statistical_claims.csv,tabular text,statistical_support,Statistical support for headline manuscript claims.,derived,Statistical support,results/release,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
statistical_support/external_transfer_stats.json,external_transfer_stats.json,JSON,statistical_support,External prediction statistics including bootstrap and permutation summaries.,derived,Statistical support,results/release,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
statistical_support/external_prediction_robustness.csv,external_prediction_robustness.csv,tabular text,statistical_support,External prediction robustness summary.,derived,Statistical support,results/release,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
statistical_support/reporting_check_report.json,reporting_check_report.json,JSON,statistical_support,Reporting checklist validation output.,derived,Statistical support,results/release,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
traceability/paper_claim_traceability.csv,paper_claim_traceability.csv,tabular text,traceability,Paper-claim traceability CSV.,derived,Traceability,trace-paper,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
traceability/paper_claim_traceability.html,paper_claim_traceability.html,HTML,traceability,Paper-claim traceability HTML report.,derived,Traceability,trace-paper,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
traceability/paper_claim_traceability.json,paper_claim_traceability.json,JSON,traceability,Paper-claim traceability summary JSON.,derived,Traceability,trace-paper,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
traceability/claims.yaml,claims.yaml,YAML,traceability,Manual claim map used by trace-paper.,source,Traceability,paper,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
reporting_checklist/reporting_checklist.yaml,reporting_checklist.yaml,YAML,reporting_checklist,Machine-readable GenomeCF reporting checklist.,source,Reporting checklist,docs,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
reporting_checklist/reporting_checklist_schema.json,reporting_checklist_schema.json,JSON,reporting_checklist,JSON schema for the reporting checklist.,source,Reporting checklist,docs,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
reporting_checklist/example_completed_checklist.md,example_completed_checklist.md,Markdown,reporting_checklist,Example completed reporting checklist.,source,Reporting checklist,docs,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
reporting_checklist/reporting_check_report.json,reporting_check_report.json,JSON,reporting_checklist,Report produced by the checklist validator.,derived,Reporting checklist,results/release,none,Derived GenomeCF output; upstream datasets retain original licenses and terms.,yes
manifests_and_metadata/task_manifests.jsonl,task_manifests.jsonl,JSON,manifests_and_metadata,Task manifests.,source,Task manifests,configs/task_manifests.jsonl,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/model_manifests.jsonl,model_manifests.jsonl,JSON,manifests_and_metadata,Model manifests.,source,Model manifests,configs/model_manifests.jsonl,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/perturbation_manifests.jsonl,perturbation_manifests.jsonl,JSON,manifests_and_metadata,Perturbation manifests.,source,Perturbations,configs/perturbation_manifests.jsonl,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/split_manifests.jsonl,split_manifests.jsonl,JSON,manifests_and_metadata,Split manifests.,source,Split definitions,configs/split_manifests.jsonl,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/manifest_summary.md,manifest_summary.md,Markdown,manifests_and_metadata,Manifest summary.,source,Manifests,configs/manifest_summary.md,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/RESULT_SCHEMA.md,RESULT_SCHEMA.md,Markdown,manifests_and_metadata,Result schema documentation.,source,Registry schema,docs/RESULT_SCHEMA.md,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/METRICS.md,METRICS.md,Markdown,manifests_and_metadata,Metric definitions.,source,Methods,docs/METRICS.md,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/SPLITS.md,SPLITS.md,Markdown,manifests_and_metadata,Split definitions.,source,Methods,docs/SPLITS.md,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/MODELS.md,MODELS.md,Markdown,manifests_and_metadata,Model descriptions.,source,Methods,docs/MODELS.md,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/TASKS.md,TASKS.md,Markdown,manifests_and_metadata,Task descriptions.,source,Methods,docs/TASKS.md,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/TASK_MANIFESTS.md,TASK_MANIFESTS.md,Markdown,manifests_and_metadata,Task-manifest overview.,source,Methods,docs/TASK_MANIFESTS.md,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/pyproject.toml,pyproject.toml,toml,manifests_and_metadata,Package metadata.,source,Software metadata,pyproject.toml,none,Repository documentation/configuration under repository license.,yes
manifests_and_metadata/README.md,README.md,Markdown,manifests_and_metadata,Repository README.,source,Repository metadata,README.md,none,Repository documentation/configuration under repository license.,yes
reproducibility/DATA_AVAILABILITY.md,DATA_AVAILABILITY.md,Markdown,reproducibility,Data availability statement.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/CODE_AVAILABILITY.md,CODE_AVAILABILITY.md,Markdown,reproducibility,Code availability statement.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/REPRODUCIBILITY.md,REPRODUCIBILITY.md,Markdown,reproducibility,Reproducibility guide.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/PROTOCOL.md,PROTOCOL.md,Markdown,reproducibility,Protocol overview.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/REPRODUCIBILITY_PROTOCOL.md,REPRODUCIBILITY_PROTOCOL.md,Markdown,reproducibility,Reproducibility protocol.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/SYNTHETIC_TASKS.md,SYNTHETIC_TASKS.md,Markdown,reproducibility,GenomeCF-Synth documentation.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/EXTERNAL_VALIDATION.md,EXTERNAL_VALIDATION.md,Markdown,reproducibility,External validation documentation.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/BIOLOGICAL_CASE_STUDY.md,BIOLOGICAL_CASE_STUDY.md,Markdown,reproducibility,Biological case-study documentation.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/GC_BIN_ROBUSTNESS.md,GC_BIN_ROBUSTNESS.md,Markdown,reproducibility,GC-bin robustness documentation.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/MOTIF_ANALYSIS.md,MOTIF_ANALYSIS.md,Markdown,reproducibility,Motif-analysis documentation.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/NATURE_METHODS_RELEASE.md,NATURE_METHODS_RELEASE.md,Markdown,reproducibility,Nature Methods release notes.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
reproducibility/NATURE_METHODS_SUBMISSION_CHECKLIST.md,NATURE_METHODS_SUBMISSION_CHECKLIST.md,Markdown,reproducibility,Nature Methods submission checklist.,source,Reproducibility metadata,docs,none,Repository documentation under repository license.,yes
MISSING_EXPECTED_FILES.md,MISSING_EXPECTED_FILES.md,Markdown,package_metadata,Expected files that were not present in the repository when packaging figshare data.,derived,Package validation,package_src/genomecf/figshare_data.py,none,Derived package metadata.,yes
